names	edited_features	longest_gene_isoform
AT2G30395	1	1114
AT5G26780	721	4091
AT1G29390	240	1837
AT3G17890	46	1314
AT1G28340	1152	3655
AT3G22100	25	831
AT3G47490	197	2837
AT3G06335	1	71
AT2G23470	95	2527
AT1G08753	69	343
AT3G17200	54	1129
AT3G21640	310	2626
AT1G32470	396	1095
AT1G67430	8364	1723
AT1G61570	815	1073
AT5G13205	17	4070
AT5G19360	22	2549
AT1G19830	128	829
AT2G29980	239	3666
AT2G17940	1	1134
AT4G33985	56	859
AT4G40000	247	3663
AT2G21640	50	1365
AT2G23740	799	5964
AT2G41430	3021	1384
AT1G52450	46	4689
AT5G42570	623	1505
AT5G56910	603	1395
AT5G67550	3	2452
AT1G05061	8	1646
AT1G30740	6	1744
AT5G19370	438	2717
AT2G02640	48	1980
AT2G01910	1368	4640
AT5G36890	514	4940
AT3G16630	1373	5576
AT3G59845	73	1696
AT3G55030	265	2056
AT5G48510	6	858
AT3G13240	47	1066
AT3G28480	425	2402
AT1G43130	519	3065
AT4G35685	96	1005
AT5G67370	14	2367
AT1G06250	37	1720
AT5G27120	1778	3204
AT3G55580	40	3239
AT1G04267	9	139
AT3G09985	50	302
AT3G12010	697	5413
AT5G08315	234	692
AT1G71250	26	1616
AT5G21950	170	2262
AT3G01845	1	772
AT5G27810	8	787
AT1G35130	15	3471
AT5G05395	5	429
AT5G64230	39	1712
AT2G37370	1	5603
AT5G50970	231	3131
AT3G51310	888	5123
AT1G27595	1054	10829
AT3G53740	6114	1415
AT1G18800	1057	2533
AT2G01818	16	2250
AT5G39880	18	1457
AT5G25490	128	1583
AT5G62300	4857	1364
AT1G33120	12896	1668
AT5G18490	108	2693
AT4G27280	201	1206
AT5G58980	126	3234
AT2G46330	1209	1100
AT5G48540	12	956
AT2G08665	6997	1046
AT3G16810	904	4442
AT1G43840	1	2142
AT4G29060	1382	4349
AT5G03585	54	1098
AT3G11700	533	2856
AT4G09760	19	2641
AT2G45550	1	2280
AT1G55325	1282	11094
AT2G30410	800	2652
AT2G45480	151	2294
AT2G36190	95	3462
AT4G37380	81	2122
AT5G48030	655	4151
AT4G29420	144	1844
AT4G09635	1	210
AT5G66490	1	566
AT2G40280	206	3010
AT5G51220	372	2371
AT5G55570	1	1244
AT1G31910	2532	7094
AT1G63400	276	2306
AT5G62560	215	2161
AT3G45060	7	1998
AT4G15510	89	2203
AT1G08160	136	1019
AT3G03770	329	4161
AT3G55080	88	4701
AT1G76400	1609	3156
AT3G26990	349	3916
AT4G30310	342	3605
AT4G25080	839	1848
AT1G25560	167	1758
AT5G43490	32	1218
AT2G28950	3514	2458
AT1G79485	20	347
AT1G10240	272	3226
AT4G07895	45	215
AT5G52950	198	3304
AT1G62480	1339	1108
AT2G08515	4	248
AT4G27410	31	1978
AT1G72260	50169	1112
AT3G14415	325	2762
AT5G56640	1	2487
AT3G56220	179	1795
AT5G67140	33	1489
AT5G41120	145	4159
AT1G60540	108	3023
AT5G43870	64	4489
AT2G28080	942	2869
AT5G52360	1	1474
AT2G34920	67	3129
AT3G19360	131	2058
AT5G48140	3	1862
AT4G14310	1181	3665
AT1G61820	5	3557
AT2G19410	1	4317
AT3G55060	307	4138
AT2G19800	297	2914
AT1G67540	4	1240
AT5G60040	667	10278
AT5G39330	1	2146
AT5G07620	105	1858
AT3G47120	365	1955
AT5G04360	238	7380
AT1G05070	273	1795
AT5G53820	4	769
AT2G24010	10	3065
AT5G23200	236	2100
AT5G01455	7	301
AT5G38743	2	497
AT2G38720	112	4055
AT5G40153	170	287
AT4G07875	3	100
AT5G37400	181	2200
AT1G65380	331	2587
AT5G22830	373	3396
AT2G22980	51	4551
AT4G28840	1	2013
AT1G10840	2274	2985
AT1G80990	1	771
AT1G75250	3	1264
AT1G13730	696	2915
AT5G06120	627	9175
AT2G36670	258	3393
AT3G62180	1	1014
AT1G69320	5	762
AT3G16760	553	2565
AT4G34150	438	2603
AT4G24930	154	1319
AT3G62290	5999	2273
AT4G15955	72	1887
AT5G66030	588	5462
AT5G45500	308	3066
AT1G31310	635	1788
AT5G23440	133	1004
AT3G08525	12	431
AT3G59810	412	1497
AT3G28685	1	72
AT3G29250	2	1782
AT4G39940	149	2006
AT5G54165	8	395
AT3G32420	6	1065
AT5G51920	59	1883
AT1G26540	1046	3404
AT4G18725	1	72
AT4G26670	370	2022
AT2G43610	1762	1559
AT1G55170	154	1701
AT5G59865	5	750
AT2G33630	413	2044
AT2G24680	101	3746
AT2G17720	420	2319
AT5G46871	1	768
AT1G72790	140	2201
AT4G24810	167	3661
AT1G74600	195	3029
AT1G20510	403	2746
AT5G11100	35	2819
AT5G35735	116	2523
AT1G05740	2	716
AT1G26490	1	72
AT5G15770	124	489
AT4G34310	287	5761
AT5G02250	281	4919
AT3G45390	9	2053
AT4G25940	1	3398
AT3G62090	90	2162
AT2G25870	516	3610
AT5G55360	2	1211
AT2G04630	691	1588
AT2G30340	8	1656
AT3G05240	46	1697
AT4G34420	83	2613
AT3G61450	5	1759
AT1G51130	185	2525
AT5G53390	846	2633
AT4G32730	510	5783
AT5G11020	195	3074
AT4G14342	744	2068
AT2G38450	272	1072
AT1G44120	231	7564
AT5G09825	14	384
AT1G68940	25	4622
AT1G14430	106	2074
AT2G39590	2	659
AT5G00985	2	394
AT4G20700	8	2368
AT3G13210	25	2946
AT1G08660	484	2985
AT1G18540	7702	1941
AT1G69295	1801	2545
AT1G74150	56	3475
AT3G09850	1136	2804
AT3G13970	47	1365
AT2G33845	592	1826
AT5G42240	910	3566
AT2G07776	32	882
AT1G01390	1	1835
AT3G60690	26	1189
AT2G31340	174	4298
AT4G19020	320	6802
AT3G08230	57	201
AT5G58660	18	2730
AT4G39650	43	2465
AT3G44200	331	5692
AT3G22790	1760	6464
AT2G32200	1	883
AT3G48980	490	3330
AT2G42200	189	2502
AT3G60330	29	5338
AT3G60950	98	5831
AT4G21480	4306	1981
AT3G04460	298	3061
AT5G06690	57	1638
AT4G33560	18	764
AT1G54930	10	1739
AT4G17450	5	4499
AT3G51720	1514	1734
AT5G25280	1049	2805
AT1G12610	2	1134
AT4G12290	28	3252
AT2G23290	473	1526
AT3G20190	11	2712
AT1G70300	99	3887
AT1G68470	63	2107
AT5G56950	698	3244
AT4G18060	557	3383
AT1G70310	1594	2357
AT3G47070	314	1141
AT1G32070	175	1830
AT1G69085	3	1136
AT1G63260	211	2560
AT4G01120	202	2955
AT5G17550	122	1890
AT1G06270	138	1769
AT1G36380	190	867
AT5G64950	126	1358
AT1G17340	117	5037
AT5G11600	42	1630
AT1G02940	61	1327
AT4G16920	148	7839
AT3G51060	600	2276
AT2G35600	22	4583
AT5G60730	55	2854
AT3G62270	85	3941
AT3G49750	44	1233
AT5G42895	246	401
AT4G04020	213	2067
AT1G09737	2	205
AT2G13420	107	1908
AT1G09210	4660	4364
AT1G20180	4	1767
AT1G54290	167	1666
AT2G04285	3	789
AT3G26090	248	3016
AT1G12820	911	2538
AT2G35035	34	1901
AT4G11840	338	4352
AT2G01130	549	6433
AT5G61150	856	4091
AT3G10920	1846	1952
AT2G28270	7	996
AT5G46710	142	2089
AT2G39220	549	2287
AT3G08680	2854	3503
AT3G21080	1	1773
AT5G47820	944	6661
AT1G53165	365	5774
AT5G48570	192	3384
AT3G19690	2	636
AT3G10320	11	2143
AT3G50790	189	2344
AT3G13674	175	1359
AT1G77855	77	1548
AT1G47320	16	1064
AT2G44570	41	2141
AT4G19865	163	1556
AT2G38980	121	2342
AT5G59613	1902	1216
AT5G09565	59	207
AT1G67360	1005	1435
AT3G60972	7	660
AT5G47020	1759	8646
AT3G06483	240	2515
AT2G18720	20	2230
AT1G72960	12	4998
AT5G42235	8	667
AT3G26400	1047	2977
AT1G34110	292	4780
AT1G34250	5	470
AT1G48830	4053	1852
AT2G07340	513	1381
AT4G01940	338	1542
AT3G60050	229	1970
AT5G05460	26	3600
AT4G21730	4	681
AT3G17110	4	927
AT3G18215	368	2309
AT5G43930	428	4287
AT1G54410	6785	1377
AT3G26240	62	3304
AT1G23280	522	2187
AT5G40650	471	2133
AT3G58430	31	3011
AT4G31560	71	1172
AT3G06260	6	2127
AT5G44130	1	1224
AT3G60260	334	3493
AT1G75600	5	920
AT1G55300	168	1785
AT3G54625	433	2214
AT5G48800	215	2664
AT1G60700	168	2713
AT2G37500	641	3055
AT2G20780	321	2187
AT4G37090	353	1575
AT5G20160	2065	1532
AT3G48690	843	1188
AT5G15190	11	912
AT3G60930	61	2844
AT2G45790	590	2343
AT1G12100	3	637
AT1G16250	153	2556
AT1G05017	77	221
AT1G62305	158	2801
AT2G32510	3	1538
AT3G18210	887	2703
AT4G07950	148	1954
AT1G63240	539	3217
AT5G64730	195	2192
AT1G11765	7	720
AT2G14270	9	466
AT5G19810	13	1149
AT1G22740	32	1694
AT1G78895	198	1890
AT5G25110	95	1748
AT3G18250	7	366
AT5G46540	83	5372
AT5G01445	40	760
AT4G06980	42	567
AT3G12800	950	1539
AT2G46580	159	1482
AT2G27210	775	7018
AT1G14650	1661	4567
AT1G77122	103	1393
AT4G11660	605	2354
AT4G32430	64	2720
AT1G01260	501	2753
AT3G13400	31	2505
AT2G41460	333	3553
AT4G22710	23	1854
AT2G35430	189	1681
AT1G25180	23	1826
AT4G05390	400	2301
AT3G09040	88	4210
AT5G61880	255	1592
AT5G10620	60	1680
AT2G09735	8	98
AT1G71780	271	1696
AT5G14960	72	2809
AT3G28340	14	1738
AT4G27420	8	2598
AT2G40008	117	1507
AT2G35800	620	4638
AT1G32950	6	3712
AT1G65070	233	3779
AT2G03480	165	3866
AT2G13690	550	2545
AT5G58470	1292	3558
AT2G17350	176	920
AT1G76955	2	973
AT5G59360	6	1098
AT1G54280	36	5391
AT4G22540	1033	6066
AT5G13110	115	3206
AT5G07745	1	419
AT3G08400	25	220
AT3G03840	2	729
AT5G65090	6	2969
AT5G17280	91	596
AT4G18570	1350	3475
AT4G18425	40	1074
AT3G02010	130	2536
AT1G72040	1826	2505
AT5G45100	352	1444
AT5G06839	27	5985
AT4G02482	10	598
AT1G80700	290	1558
AT4G13860	21	1106
AT5G36310	1146	347
AT2G04045	63	557
AT5G48490	4	578
AT5G66670	8	2090
AT5G02125	1	527
AT5G65250	254	1717
AT4G03180	352	1820
AT1G13780	168	2014
AT2G16240	1	71
AT1G68185	188	2150
AT1G80530	1033	2450
AT4G32250	628	3358
AT5G44360	13	1905
AT1G48500	4	3272
AT3G12770	139	2331
AT3G60957	4	1773
AT2G19670	397	2294
AT3G59870	105	2189
AT5G41240	261	2906
AT3G05470	640	3654
AT2G03750	194	1487
AT1G60650	436	2528
AT2G05230	1271	3357
AT5G45510	857	4839
AT5G54870	595	2755
AT5G13630	3950	5122
AT1G68610	1	748
AT1G13880	501	2381
AT2G07704	9	723
AT2G18730	779	3211
AT5G58930	1589	2175
AT3G21580	151	2077
AT4G20935	68	819
AT1G22780	3996	1492
AT5G54960	566	2279
AT3G14080	278	1886
AT1G08523	1	405
AT5G19940	495	1333
AT1G24070	646	3818
AT1G77920	33	2702
AT4G29890	147	2165
AT1G05723	1	241
AT2G29020	699	2076
AT4G11470	1	2760
AT1G01560	2	2329
AT3G12650	376	801
AT2G07809	1	320
AT5G37890	338	2277
AT2G32530	6	4553
AT4G22880	55	1483
AT5G20150	280	1373
AT5G04890	100	1397
AT1G10010	143	2937
AT1G65000	98	1876
AT2G18380	71	1570
AT5G50990	80	2184
AT1G09800	152	3851
AT1G65120	33	5141
AT1G31770	374	3125
AT4G15260	13	1691
AT2G01190	472	2824
AT1G21780	377	2132
AT4G35290	93	4154
AT4G27390	130	1635
AT1G09003	2	255
AT4G31690	1	1190
AT5G65750	1530	4564
AT3G48240	37	1329
AT3G59080	76	2214
AT3G17050	65	1844
AT1G21580	670	8774
AT1G30795	4135	712
AT1G12860	501	2347
AT4G38410	1	1088
AT1G56230	519	3248
AT4G01335	1	855
AT5G06310	159	2608
AT4G00955	1	1692
AT4G32660	357	3296
AT1G49150	3	749
AT4G24560	1017	5776
AT5G49930	611	4859
AT1G17470	822	3522
AT1G07683	7	681
AT1G29310	1480	2551
AT3G44115	178	538
AT4G33460	150	2370
AT1G72690	87	812
AT5G07500	4	1036
AT2G36790	1	1693
AT3G19860	463	2450
AT3G05690	96	2555
AT4G18130	562	4209
AT1G64618	5	493
AT1G72200	6	1651
AT3G26540	159	2110
AT4G01230	44	1495
AT1G07477	111	801
AT5G07110	20	928
AT4G34720	1049	1542
AT4G38640	688	2733
AT4G21650	1328	3577
AT3G04755	18	884
AT2G37150	187	5416
AT1G09960	217	3230
AT3G05520	521	2890
AT2G16720	32	1358
AT1G77400	30	1350
AT1G09637	55	244
AT5G49540	720	1797
AT3G06100	9	2028
AT1G16400	60	2454
AT2G42580	1154	3357
AT2G23755	110	1263
AT2G20670	106	1887
AT1G80670	684	3377
AT2G45400	106	2629
AT5G20870	36	1990
AT5G37290	112	2065
AT2G14960	26	2478
AT3G02730	215	1427
AT1G04000	349	1266
AT2G39630	299	3039
AT1G02850	19	3046
AT5G43015	1	2483
AT3G02290	108	2907
AT2G28390	569	4087
AT4G40042	189	473
AT2G20562	3	887
AT1G09247	116	309
AT1G09367	4	227
AT1G09410	70	2287
AT4G09640	324	3227
AT4G07507	236	1515
AT3G08550	818	3875
AT1G22730	376	2966
AT2G07705	1	200
AT5G14210	890	4478
AT2G18900	818	4299
AT3G02080	4298	1495
AT3G02470	13154	2576
AT5G27070	4	863
AT3G52500	498	2191
AT1G78010	158	3072
AT3G46040	2334	1312
AT1G11100	115	5669
AT5G60700	1143	3271
AT1G77080	819	4751
AT3G16740	394	1681
AT3G21730	1	1687
AT1G29880	1898	3510
AT3G44380	163	1101
AT3G09880	476	2928
AT2G45890	26	2352
AT3G54640	572	2489
AT1G20060	249	5952
AT1G26480	1	1814
AT2G43500	179	4976
AT5G56940	704	1664
AT1G01900	34	2961
AT1G62914	180	1847
AT2G32150	214	2060
AT3G15280	1	785
AT3G42790	1272	1902
AT4G30720	341	3695
AT3G12250	92	3560
AT1G49140	730	2492
AT4G04910	1555	6499
AT3G14150	186	2699
AT4G01730	589	2727
AT5G19790	79	932
AT2G36870	10	2221
AT1G09483	11	573
AT5G53300	6237	2226
AT3G02760	2267	3678
AT3G50685	128	679
AT5G42180	4	1596
AT5G22960	1	1038
AT4G03470	1	2439
AT2G15650	132	4072
AT1G56570	2187	3481
AT2G27360	52	2111
AT5G52340	15	3491
AT2G24180	174	2017
AT3G48350	102	1965
AT4G39110	33	3245
AT4G00695	27	2383
AT5G05320	1	1869
AT5G66450	162	1908
AT2G29050	687	2408
AT4G10390	40	1958
AT2G22270	337	1928
AT5G42242	5	721
AT1G50320	174	1152
AT5G62180	127	1357
AT1G07700	118	1795
AT4G32470	1532	2030
AT2G28740	2343	714
AT5G50480	5	913
AT2G40710	59	663
AT1G33615	22	4369
AT1G28510	181	2494
AT2G07674	40	974
AT4G15800	190	1208
AT3G11030	257	3123
AT2G31450	201	3085
AT5G24000	76	2590
AT5G55896	502	5325
AT1G13920	54	2072
AT1G14330	244	2263
AT4G01895	49	422
AT5G54500	422	2228
AT3G43920	499	7459
AT3G59310	210	2689
AT5G06940	379	2883
AT2G24260	147	3210
AT2G26770	682	4442
AT1G20100	444	2011
AT1G32450	9	4841
AT2G28660	19	1990
AT2G33970	3	71
AT1G12500	185	2006
AT2G22942	20	872
AT5G61410	617	2611
AT3G10780	215	1230
AT3G25400	652	1421
AT1G12910	866	1394
AT3G48115	128	1742
AT1G09233	48	266
AT5G01800	913	2350
AT4G09465	392	464
AT2G31305	193	1121
AT1G47930	2	1289
AT5G05540	320	2657
AT4G32210	1723	1770
AT4G09975	18	331
AT1G66465	3	1648
AT1G72810	1054	2597
AT1G77500	262	3978
AT2G32120	69	2503
AT5G64010	114	1617
AT1G09330	753	2516
AT3G23605	57	910
AT4G33200	1379	12515
AT4G02520	29	1690
AT2G47800	64	5949
AT1G02205	1951	4163
AT1G44835	501	2866
AT1G27910	57	4067
AT1G68280	3	1354
AT3G01080	3	2357
AT5G48220	238	2591
AT3G26810	577	3130
AT5G35620	1195	1979
AT1G35545	481	2315
AT4G19950	44	1365
AT2G20450	2276	1547
AT5G67090	29	2452
AT5G14700	209	3301
AT1G27700	125	2043
AT1G74370	195	1314
AT1G13270	227	2484
AT2G03680	1858	1268
AT1G13410	67	2400
AT4G39170	1541	3167
AT1G12360	811	5622
AT4G17100	451	2745
AT3G23750	1920	3706
AT2G46535	144	984
AT4G09885	4	491
AT2G36420	577	2986
AT1G53490	104	3685
AT2G02150	197	3029
AT4G06752	2	3527
AT5G10540	1876	10159
AT1G14210	121	1197
AT5G55120	600	2860
AT2G01500	1	2078
AT3G18520	1042	4546
AT5G20630	301	1007
AT5G07865	1	355
AT5G05860	5	2120
AT1G78540	193	3891
AT3G19820	8756	2791
AT4G29390	2079	1173
AT2G09430	56	781
AT5G66420	710	3503
AT1G72430	40	1204
AT3G19800	31	1599
AT4G33040	278	1265
AT2G21188	70	496
AT3G09210	230	1780
AT3G24850	1	1079
AT1G75620	193	1914
AT3G51860	197	3608
AT5G55040	1420	5138
AT2G38840	405	5471
AT1G04503	2121	483
AT2G07667	7	2365
AT1G51590	536	4174
AT2G07707	35	476
AT5G17700	28	3420
AT5G27430	1044	3016
AT5G48605	98	436
AT3G06450	2892	4195
AT3G62529	5	329
AT1G48540	395	5229
AT5G24690	1631	3299
AT4G00953	9	726
AT3G10470	2	1713
AT1G04737	22	500
AT1G29440	72	601
AT5G51140	363	2912
AT5G40280	396	3619
AT3G26295	3	1808
AT3G04055	12	271
AT3G19490	673	3670
AT3G58100	919	2569
AT1G76860	712	1336
AT2G39340	788	6567
AT3G24520	12	1808
AT1G29810	166	2184
AT4G26000	570	2772
AT1G56650	1	1737
AT5G65970	82	3339
AT2G40935	126	1619
AT2G40030	1747	9258
AT4G39830	36	2453
AT4G22840	76	2312
AT3G51220	358	942
AT1G63630	5	1416
AT5G44650	170	2285
AT1G19980	315	2038
AT3G02275	49	240
AT4G03725	76	972
AT5G02010	238	2757
AT1G09167	39	298
AT2G14690	11	2254
AT5G67620	45	1459
AT3G44490	72	1120
AT1G01320	935	9510
AT1G11540	136	1847
AT3G59580	5	3783
AT3G04960	1242	2301
AT4G18375	82	3016
AT4G38320	454	1830
AT1G67220	27	4971
AT3G47610	359	2409
AT1G10360	38	1402
AT3G11860	18	2034
AT4G00230	86	3724
AT1G21520	9	908
AT1G64600	291	2923
AT3G24080	2465	2262
AT4G24490	596	3289
AT5G03155	1	215
AT2G04795	1	758
AT2G01110	254	1998
AT1G02228	1	788
AT1G22650	19	2797
AT2G43370	145	2262
AT5G03450	342	3610
AT5G42370	208	2753
AT4G35070	101	1667
AT1G74900	91	1734
AT3G08860	60	3221
AT2G06520	1899	719
AT1G03930	214	3682
AT3G49640	174	2700
AT4G02010	454	4402
AT5G20390	7	1497
AT3G13270	9	2481
AT3G06150	198	2807
AT2G12460	7	1629
AT5G18710	44	2345
AT2G34790	53	3558
AT1G34010	227	1859
AT5G16530	13	2205
AT4G21570	649	2276
AT1G69290	124	1976
AT5G10390	1433	747
AT1G07517	10	1218
AT2G31760	2	1897
AT1G03520	90	2398
AT3G07170	925	2145
AT3G09405	1	2876
AT1G74520	608	1490
AT2G25580	222	2662
AT1G56290	493	3535
AT1G12200	80	2647
AT2G36340	114	2417
AT1G10455	159	458
AT3G01240	3	942
AT2G16730	1	4563
AT1G77830	3	592
AT1G52270	5	759
AT5G66510	972	1938
AT3G02030	279	3939
AT3G53890	5056	1105
AT4G26542	60	2763
AT2G47650	2222	2976
AT1G28120	323	2630
AT1G72880	475	2830
AT5G39300	11	1113
AT4G05220	12	796
AT1G67400	17	3273
AT3G52960	1205	1161
AT1G53570	262	4097
AT4G00540	1	2985
AT1G15885	37	820
AT4G13590	388	2826
AT2G07335	147	1731
AT5G50315	199	1486
AT1G13960	31	3137
AT2G02840	3	1305
AT5G56745	1	71
AT1G32130	1172	3144
AT3G20180	5	976
AT3G03530	5	2597
AT4G26080	408	2461
AT4G39560	128	1626
AT5G03490	59	1868
AT2G33640	108	3240
AT5G52620	4	1127
AT1G75980	161	1864
AT3G18560	189	1095
AT3G18880	13	1202
AT4G36500	32	1040
AT1G04080	2498	5515
AT3G04650	166	2830
AT5G49700	14	1641
AT4G26250	36	1463
AT2G26990	1096	3228
AT5G52975	394	581
AT3G03855	28	4676
AT3G25011	4	557
AT4G00390	65	1358
AT4G37550	518	2720
AT4G04360	22	796
AT3G52930	6984	2456
AT1G02000	249	2087
AT5G49360	1451	5045
AT2G43520	26	991
AT1G48100	219	3213
AT3G11750	18	1256
AT4G00520	144	4101
AT1G63855	63	1598
AT2G28810	73	1921
AT4G23840	304	3310
AT4G38050	87	3335
AT2G33796	3	543
AT4G22300	231	2013
AT4G26600	400	4301
AT3G53630	537	2150
AT2G22360	140	3149
AT2G44040	323	2468
AT2G09310	48	330
AT1G02030	13	2134
AT2G22100	331	2040
AT2G03936	1	411
AT2G10280	1	7230
AT1G22990	12	1113
AT4G01050	1363	2927
AT1G35490	1	1906
AT3G61080	71	2070
AT5G63260	807	3169
AT5G01175	127	1006
AT5G07115	1	389
AT3G19440	176	2603
AT5G42380	15	1373
AT2G15080	1	3741
AT3G63270	261	2077
AT5G24080	1	3321
AT3G03340	514	3886
AT5G48965	191	2868
AT1G77480	323	2895
AT1G02370	364	2239
AT1G36060	275	1840
AT2G18600	18	1842
AT1G79430	61	2051
AT3G30775	2749	2920
AT1G79780	23	1144
AT5G18510	97	2236
AT5G28235	1	2064
AT2G30740	346	3376
AT1G32840	1	3149
AT2G41225	17	508
AT1G50930	1	1034
AT4G35180	14	2766
AT5G43600	348	3073
AT4G07390	708	2007
AT2G16580	11	2587
AT3G15930	40	2246
AT3G47360	69	2097
AT2G41640	13	3369
AT5G55290	385	1707
AT5G05475	1	358
AT5G50180	557	2693
AT1G48720	14	728
AT1G78420	687	3147
AT1G74360	33	3985
AT5G58510	355	6528
AT3G19430	7	2457
AT4G37760	152	2959
AT5G66900	18	3235
AT1G08657	361	577
AT4G30620	241	1486
AT5G38096	21	1163
AT3G05900	138	2779
AT2G06530	520	2008
AT1G07120	38	1868
AT3G07725	28	154
AT4G18770	103	2074
AT1G03430	165	1828
AT2G47844	3	360
AT2G24670	1	898
AT1G27120	630	3075
AT1G60680	8	1695
AT1G72090	1170	3383
AT1G03165	2	988
AT5G46877	5	434
AT4G18230	260	2059
AT5G24206	10	1063
AT2G26260	233	5214
AT5G55580	162	2573
AT5G35732	52	1309
AT1G33680	1733	4753
AT5G37440	194	1351
AT2G36270	2126	2923
AT1G68720	1311	4639
AT1G04730	287	6070
AT5G19473	3	1794
AT5G47680	970	1493
AT1G02890	1452	6917
AT3G07930	101	2120
AT1G51750	1	1955
AT2G07662	15	1707
AT1G29990	843	1618
AT2G45245	152	2040
AT1G48870	47	4282
AT4G06395	3	424
AT2G23370	162	2282
AT1G65290	2916	1709
AT1G67210	89	3234
AT1G73830	67	1615
AT5G38110	503	1977
AT4G31490	2796	4784
AT1G76465	58	382
AT3G18980	612	1892
AT5G65170	75	2222
AT5G59200	19	1638
AT2G29470	6	1218
AT3G12950	473	2773
AT4G25030	494	2375
AT2G41220	2027	11297
AT3G04355	58	183
AT5G28220	308	2766
AT2G35940	99	3653
AT3G55605	442	1444
AT5G09395	8	1792
AT1G19940	63	3809
AT1G07160	3	1919
AT5G42880	117	2632
AT1G01130	26	1906
AT4G13360	426	2875
AT1G09200	4428	763
AT1G17120	498	2127
AT1G78210	1463	1873
AT5G01030	209	3455
AT5G22200	2742	1552
AT5G04050	165	3026
AT2G01680	461	3016
AT5G05640	185	1246
AT4G13955	42	755
AT1G68530	1245	2610
AT5G50700	1	2255
AT2G15292	764	1252
AT2G37780	20	860
AT5G40010	1	1858
AT3G55220	3563	4495
AT1G10720	326	2009
AT4G12300	12	2158
AT1G12880	220	1666
AT1G30240	303	5164
AT3G55280	3187	1504
AT5G39680	35	2448
AT5G54940	459	1471
AT2G17410	1728	4836
AT1G75500	698	2549
AT1G60280	1	1043
AT4G04430	3	2087
AT5G05760	218	2197
AT2G08305	3	371
AT1G06203	1	311
AT5G01315	98	544
AT3G01595	2	271
AT5G06810	196	1766
AT1G72740	273	2664
AT5G07790	300	3408
AT3G03070	1153	1922
AT3G10310	582	5384
AT1G17260	145	4840
AT5G15570	543	1995
AT1G16550	184	2542
AT1G67350	1076	1607
AT5G55640	165	1070
AT1G04487	49	539
AT4G30935	382	2343
AT4G31130	615	1962
AT5G23040	778	1884
AT5G43960	1108	3226
AT1G66540	14	2327
AT3G58040	361	3056
AT1G47770	1	995
AT5G42470	396	2784
AT3G63052	3	397
AT4G02610	326	1728
AT5G03610	471	3100
AT4G17330	4361	8855
AT3G60890	46	1216
AT5G01215	352	1792
AT1G80600	906	2196
AT4G11270	762	6669
AT3G05890	95	1367
AT2G31900	47	9709
AT4G20820	20	1954
AT1G31240	11	1070
AT5G25410	1	1839
AT1G63990	113	2543
AT5G46680	58	1769
AT5G19040	1	1937
AT5G11030	335	4385
AT2G44120	4629	2326
AT5G49710	262	2111
AT1G23050	113	824
AT1G32240	49	5129
AT1G06900	691	5980
AT1G03720	32	1477
AT5G11990	18	786
AT2G38900	15	960
AT5G18407	6	411
AT3G42850	14	5317
AT1G23560	17	1817
AT3G22590	428	2004
AT4G05060	313	2476
AT1G71691	1222	2804
AT1G48195	45	526
AT5G27895	9	3642
AT4G27500	2098	3200
AT3G20420	9	1832
AT4G21926	10	1506
AT4G34940	19	2424
AT3G04185	32	820
AT2G30985	156	484
AT3G59840	387	720
AT1G74730	210	1135
AT3G20330	733	2681
AT4G13000	67	1443
AT2G08910	2	93
AT3G12610	1796	1672
AT3G26630	152	1756
AT2G33580	108	2773
AT2G14115	46	843
AT1G68760	60	923
AT5G39080	11	1774
AT5G02410	273	2865
AT4G34210	1	525
AT1G80470	15	1967
AT1G08210	340	3734
AT1G48745	2	889
AT1G27180	131	6453
AT5G18245	176	5317
AT5G50423	136	611
AT1G21680	282	2540
AT3G49790	107	2003
AT2G29460	1	1413
AT2G04645	38	551
AT1G10560	32	2566
AT3G16770	456	1543
AT5G34853	738	3412
AT3G46320	1788	643
AT2G36430	3	1788
AT2G20723	4	73
AT4G23140	1	3195
AT1G77380	74	2511
AT2G20630	32	2923
AT3G01065	15	506
AT5G19430	243	2251
AT3G18860	1085	6885
AT2G39100	131	2031
AT1G08940	25	1739
AT2G28900	938	1553
AT2G03690	460	1367
AT2G44065	346	2977
AT5G01125	11	339
AT1G06890	1066	3363
AT1G06475	19	573
AT3G17152	17	873
AT3G55530	300	2477
AT1G05163	2	724
AT5G61660	8	1292
AT5G03910	315	3094
AT2G04065	15	323
AT5G43460	1930	2643
AT3G27999	49	639
AT2G29570	1454	1847
AT5G55390	849	6868
AT3G61670	1035	3441
AT3G06470	57	1599
AT5G04000	4	866
AT5G24120	112	3192
AT5G39090	8	1679
AT5G50550	254	2370
AT2G34590	991	2341
AT1G04877	3	301
AT4G15680	2	700
AT3G22072	45	851
AT5G20040	242	3469
AT3G22900	89	1188
AT1G33990	605	2474
AT3G27000	120	3503
AT4G22390	612	1851
AT1G80860	556	1456
AT4G03635	55	1466
AT3G54010	1091	4459
AT5G08110	183	5473
AT1G75450	270	3904
AT5G06990	1	1181
AT5G07640	11	1476
AT1G48060	5	1007
AT1G67035	117	980
AT4G34970	7	1251
AT1G61350	373	2327
AT3G10195	2	460
AT2G23900	47	2343
AT2G31970	833	8673
AT1G73460	1506	5605
AT2G32160	2	4223
AT1G74800	412	3431
AT4G22140	1542	2803
AT1G28670	64	2098
AT5G43680	191	1856
AT3G20430	232	2141
AT4G17610	334	10108
AT5G26622	181	1496
AT3G51265	1	71
